laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN4202300000000,42,23,"Cameron County, PA",2014,"2,298","2,136",162,7.0
CN4202500000000,42,25,"Carbon County, PA",2014,"31,568","29,330","2,238",7.1
CN4202700000000,42,27,"Centre County, PA",2014,"77,594","74,263","3,331",4.3
CN4202900000000,42,29,"Chester County, PA",2014,"273,734","262,363","11,371",4.2
CN4203100000000,42,31,"Clarion County, PA",2014,"18,428","17,274","1,154",6.3
CN4203300000000,42,33,"Clearfield County, PA",2014,"36,679","34,036","2,643",7.2
CN4203500000000,42,35,"Clinton County, PA",2014,"18,956","17,576","1,380",7.3
CN4203700000000,42,37,"Columbia County, PA",2014,"34,213","32,089","2,124",6.2
CN4203900000000,42,39,"Crawford County, PA",2014,"41,232","38,844","2,388",5.8
CN4204100000000,42,41,"Cumberland County, PA",2014,"126,046","120,397","5,649",4.5
CN4204300000000,42,43,"Dauphin County, PA",2014,"139,261","131,829","7,432",5.3
CN4204500000000,42,45,"Delaware County, PA",2014,"290,038","274,034","16,004",5.5
CN4204700000000,42,47,"Elk County, PA",2014,"16,349","15,510",839,5.1
CN4204900000000,42,49,"Erie County, PA",2014,"134,566","126,246","8,320",6.2
CN4205100000000,42,51,"Fayette County, PA",2014,"58,440","53,844","4,596",7.9
CN4205300000000,42,53,"Forest County, PA",2014,"1,929","1,774",155,8.0
CN4205500000000,42,55,"Franklin County, PA",2014,"76,476","72,318","4,158",5.4
CN4205700000000,42,57,"Fulton County, PA",2014,"7,298","6,782",516,7.1
CN4205900000000,42,59,"Greene County, PA",2014,"18,507","17,477","1,030",5.6
CN4206100000000,42,61,"Huntingdon County, PA",2014,"19,850","18,284","1,566",7.9
CN4206300000000,42,63,"Indiana County, PA",2014,"43,182","40,565","2,617",6.1
CN4206500000000,42,65,"Jefferson County, PA",2014,"20,844","19,510","1,334",6.4
CN4206700000000,42,67,"Juniata County, PA",2014,"11,849","11,181",668,5.6
CN4206900000000,42,69,"Lackawanna County, PA",2014,"106,658","99,644","7,014",6.6
CN4207100000000,42,71,"Lancaster County, PA",2014,"272,451","259,896","12,555",4.6
CN4207300000000,42,73,"Lawrence County, PA",2014,"42,587","39,942","2,645",6.2
CN4207500000000,42,75,"Lebanon County, PA",2014,"70,094","66,624","3,470",5.0
CN4207700000000,42,77,"Lehigh County, PA",2014,"182,924","171,834","11,090",6.1
CN4207900000000,42,79,"Luzerne County, PA",2014,"158,948","147,310","11,638",7.3
CN4208100000000,42,81,"Lycoming County, PA",2014,"61,499","57,723","3,776",6.1
CN4208300000000,42,83,"McKean County, PA",2014,"19,306","18,071","1,235",6.4
CN4208500000000,42,85,"Mercer County, PA",2014,"53,041","49,934","3,107",5.9
CN4208700000000,42,87,"Mifflin County, PA",2014,"21,084","19,734","1,350",6.4
CN4208900000000,42,89,"Monroe County, PA",2014,"79,785","73,770","6,015",7.5
CN4209100000000,42,91,"Montgomery County, PA",2014,"436,360","416,063","20,297",4.7
CN4209300000000,42,93,"Montour County, PA",2014,"9,235","8,805",430,4.7
CN4209500000000,42,95,"Northampton County, PA",2014,"155,242","146,019","9,223",5.9
CN4209700000000,42,97,"Northumberland County, PA",2014,"43,906","40,959","2,947",6.7
CN4209900000000,42,99,"Perry County, PA",2014,"24,000","22,762","1,238",5.2
CN4210100000000,42,101,"Philadelphia County/city, PA",2014,"690,640","634,680","55,960",8.1
CN4210300000000,42,103,"Pike County, PA",2014,"25,070","23,168","1,902",7.6
CN4210500000000,42,105,"Potter County, PA",2014,"7,565","7,007",558,7.4
CN4210700000000,42,107,"Schuylkill County, PA",2014,"68,945","64,064","4,881",7.1
CN4210900000000,42,109,"Snyder County, PA",2014,"19,849","18,826","1,023",5.2
CN4211100000000,42,111,"Somerset County, PA",2014,"34,988","32,432","2,556",7.3
CN4211300000000,42,113,"Sullivan County, PA",2014,"3,058","2,871",187,6.1
CN4211500000000,42,115,"Susquehanna County, PA",2014,"21,434","20,163","1,271",5.9
CN4211700000000,42,117,"Tioga County, PA",2014,"20,445","19,029","1,416",6.9
CN4211900000000,42,119,"Union County, PA",2014,"19,118","18,167",951,5.0
CN4212100000000,42,121,"Venango County, PA",2014,"24,677","23,220","1,457",5.9
CN4212300000000,42,123,"Warren County, PA",2014,"20,163","19,101","1,062",5.3
CN4212500000000,42,125,"Washington County, PA",2014,"106,119","100,012","6,107",5.8
CN4212700000000,42,127,"Wayne County, PA",2014,"22,330","20,900","1,430",6.4
CN4212900000000,42,129,"Westmoreland County, PA",2014,"183,129","172,616","10,513",5.7
CN4213100000000,42,131,"Wyoming County, PA",2014,"14,266","13,317",949,6.7
CN4213300000000,42,133,"York County, PA",2014,"230,583","218,166","12,417",5.4
CN4400100000000,44,1,"Bristol County, RI",2014,"26,195","24,436","1,759",6.7
CN4400300000000,44,3,"Kent County, RI",2014,"91,583","85,019","6,564",7.2
CN4400500000000,44,5,"Newport County, RI",2014,"44,139","41,102","3,037",6.9
CN4400700000000,44,7,"Providence County, RI",2014,"325,001","298,540","26,461",8.1
CN4400900000000,44,9,"Washington County, RI",2014,"69,661","64,657","5,004",7.2
CN4500100000000,45,1,"Abbeville County, SC",2014,"10,573","9,756",817,7.7
CN4500300000000,45,3,"Aiken County, SC",2014,"72,952","68,195","4,757",6.5
CN4500500000000,45,5,"Allendale County, SC",2014,"2,868","2,518",350,12.2
CN4500700000000,45,7,"Anderson County, SC",2014,"86,661","81,481","5,180",6.0
CN4500900000000,45,9,"Bamberg County, SC",2014,"5,563","4,918",645,11.6
CN4501100000000,45,11,"Barnwell County, SC",2014,"8,645","7,806",839,9.7
CN4501300000000,45,13,"Beaufort County, SC",2014,"69,412","65,463","3,949",5.7
CN4501500000000,45,15,"Berkeley County, SC",2014,"90,849","85,382","5,467",6.0
CN4501700000000,45,17,"Calhoun County, SC",2014,"6,883","6,330",553,8.0
CN4501900000000,45,19,"Charleston County, SC",2014,"192,269","182,328","9,941",5.2
CN4502100000000,45,21,"Cherokee County, SC",2014,"23,658","21,689","1,969",8.3
CN4502300000000,45,23,"Chester County, SC",2014,"13,431","12,129","1,302",9.7
CN4502500000000,45,25,"Chesterfield County, SC",2014,"21,215","19,756","1,459",6.9
CN4502700000000,45,27,"Clarendon County, SC",2014,"12,985","11,895","1,090",8.4
CN4502900000000,45,29,"Colleton County, SC",2014,"16,641","15,368","1,273",7.6
CN4503100000000,45,31,"Darlington County, SC",2014,"29,743","27,364","2,379",8.0
CN4503300000000,45,33,"Dillon County, SC",2014,"12,598","11,382","1,216",9.7
CN4503500000000,45,35,"Dorchester County, SC",2014,"70,255","66,147","4,108",5.8
CN4503700000000,45,37,"Edgefield County, SC",2014,"10,552","9,841",711,6.7
CN4503900000000,45,39,"Fairfield County, SC",2014,"10,029","9,156",873,8.7
CN4504100000000,45,41,"Florence County, SC",2014,"64,845","60,153","4,692",7.2
CN4504300000000,45,43,"Georgetown County, SC",2014,"24,832","22,701","2,131",8.6
CN4504500000000,45,45,"Greenville County, SC",2014,"235,485","222,899","12,586",5.3
CN4504700000000,45,47,"Greenwood County, SC",2014,"31,663","29,474","2,189",6.9
CN4504900000000,45,49,"Hampton County, SC",2014,"8,312","7,669",643,7.7
CN4505100000000,45,51,"Horry County, SC",2014,"134,177","124,239","9,938",7.4
CN4505300000000,45,53,"Jasper County, SC",2014,"11,427","10,775",652,5.7
CN4505500000000,45,55,"Kershaw County, SC",2014,"28,425","26,588","1,837",6.5
CN4505700000000,45,57,"Lancaster County, SC",2014,"35,267","32,717","2,550",7.2
CN4505900000000,45,59,"Laurens County, SC",2014,"29,883","27,760","2,123",7.1
CN4506100000000,45,61,"Lee County, SC",2014,"6,450","5,864",586,9.1
CN4506300000000,45,63,"Lexington County, SC",2014,"141,474","134,295","7,179",5.1
CN4506500000000,45,65,"McCormick County, SC",2014,"3,487","3,212",275,7.9
CN4506700000000,45,67,"Marion County, SC",2014,"12,858","11,499","1,359",10.6
CN4506900000000,45,69,"Marlboro County, SC",2014,"9,970","8,911","1,059",10.6
CN4507100000000,45,71,"Newberry County, SC",2014,"18,553","17,488","1,065",5.7
CN4507300000000,45,73,"Oconee County, SC",2014,"34,176","32,012","2,164",6.3
CN4507500000000,45,75,"Orangeburg County, SC",2014,"37,849","33,546","4,303",11.4
CN4507700000000,45,77,"Pickens County, SC",2014,"54,844","51,374","3,470",6.3
CN4507900000000,45,79,"Richland County, SC",2014,"193,911","182,298","11,613",6.0
CN4508100000000,45,81,"Saluda County, SC",2014,"8,655","8,161",494,5.7
CN4508300000000,45,83,"Spartanburg County, SC",2014,"136,862","128,147","8,715",6.4
CN4508500000000,45,85,"Sumter County, SC",2014,"44,398","41,142","3,256",7.3
CN4508700000000,45,87,"Union County, SC",2014,"11,502","10,509",993,8.6
CN4508900000000,45,89,"Williamsburg County, SC",2014,"12,647","11,381","1,266",10.0
CN4509100000000,45,91,"York County, SC",2014,"122,614","114,878","7,736",6.3
CN4600300000000,46,3,"Aurora County, SD",2014,"1,604","1,562",42,2.6
CN4600500000000,46,5,"Beadle County, SD",2014,"9,398","9,106",292,3.1
CN4600700000000,46,7,"Bennett County, SD",2014,"1,132","1,070",62,5.5
CN4600900000000,46,9,"Bon Homme County, SD",2014,"2,996","2,912",84,2.8
CN4601100000000,46,11,"Brookings County, SD",2014,"18,143","17,570",573,3.2
CN4601300000000,46,13,"Brown County, SD",2014,"20,966","20,353",613,2.9
CN4601500000000,46,15,"Brule County, SD",2014,"2,560","2,476",84,3.3
CN4601700000000,46,17,"Buffalo County, SD",2014,732,675,57,7.8
CN4601900000000,46,19,"Butte County, SD",2014,"5,077","4,905",172,3.4
CN4602100000000,46,21,"Campbell County, SD",2014,849,821,28,3.3
CN4602300000000,46,23,"Charles Mix County, SD",2014,"4,008","3,855",153,3.8
CN4602500000000,46,25,"Clark County, SD",2014,"1,984","1,907",77,3.9
CN4602700000000,46,27,"Clay County, SD",2014,"7,074","6,829",245,3.5
CN4602900000000,46,29,"Codington County, SD",2014,"15,329","14,820",509,3.3
CN4603100000000,46,31,"Corson County, SD",2014,"1,488","1,401",87,5.8
CN4603300000000,46,33,"Custer County, SD",2014,"3,964","3,783",181,4.6
CN4603500000000,46,35,"Davison County, SD",2014,"11,264","10,945",319,2.8
CN4603700000000,46,37,"Day County, SD",2014,"2,871","2,718",153,5.3
CN4603900000000,46,39,"Deuel County, SD",2014,"2,329","2,203",126,5.4
CN4604100000000,46,41,"Dewey County, SD",2014,"2,366","2,022",344,14.5
CN4604300000000,46,43,"Douglas County, SD",2014,"1,721","1,671",50,2.9
CN4604500000000,46,45,"Edmunds County, SD",2014,"2,228","2,171",57,2.6
CN4604700000000,46,47,"Fall River County, SD",2014,"3,002","2,861",141,4.7
CN4604900000000,46,49,"Faulk County, SD",2014,"1,140","1,104",36,3.2
CN4605100000000,46,51,"Grant County, SD",2014,"4,684","4,516",168,3.6
CN4605300000000,46,53,"Gregory County, SD",2014,"2,070","1,999",71,3.4
CN4605500000000,46,55,"Haakon County, SD",2014,"1,087","1,057",30,2.8
CN4605700000000,46,57,"Hamlin County, SD",2014,"3,122","3,014",108,3.5
CN4605900000000,46,59,"Hand County, SD",2014,"1,824","1,777",47,2.6
CN4606100000000,46,61,"Hanson County, SD",2014,"1,805","1,742",63,3.5
CN4606300000000,46,63,"Harding County, SD",2014,773,755,18,2.3
CN4606500000000,46,65,"Hughes County, SD",2014,"9,945","9,686",259,2.6
CN4606700000000,46,67,"Hutchinson County, SD",2014,"3,650","3,545",105,2.9
CN4606900000000,46,69,"Hyde County, SD",2014,710,690,20,2.8
CN4607100000000,46,71,"Jackson County, SD",2014,"1,333","1,261",72,5.4
CN4607300000000,46,73,"Jerauld County, SD",2014,"1,197","1,167",30,2.5
CN4607500000000,46,75,"Jones County, SD",2014,606,584,22,3.6
CN4607700000000,46,77,"Kingsbury County, SD",2014,"2,879","2,793",86,3.0
CN4607900000000,46,79,"Lake County, SD",2014,"6,314","6,085",229,3.6
CN4608100000000,46,81,"Lawrence County, SD",2014,"12,619","12,178",441,3.5
CN4608300000000,46,83,"Lincoln County, SD",2014,"29,504","28,787",717,2.4
CN4608500000000,46,85,"Lyman County, SD",2014,"1,800","1,724",76,4.2
CN4608700000000,46,87,"McCook County, SD",2014,"3,151","3,067",84,2.7
CN4608900000000,46,89,"McPherson County, SD",2014,"1,126","1,082",44,3.9
CN4609100000000,46,91,"Marshall County, SD",2014,"2,521","2,417",104,4.1
CN4609300000000,46,93,"Meade County, SD",2014,"13,268","12,822",446,3.4
CN4609500000000,46,95,"Mellette County, SD",2014,825,775,50,6.1
CN4609700000000,46,97,"Miner County, SD",2014,"1,238","1,198",40,3.2
CN4609900000000,46,99,"Minnehaha County, SD",2014,"104,391","101,243","3,148",3.0
CN4610100000000,46,101,"Moody County, SD",2014,"3,964","3,801",163,4.1
CN4610200000000,46,102,"Oglala Lakota County, SD",2014,"3,614","3,133",481,13.3
CN4610300000000,46,103,"Pennington County, SD",2014,"53,922","52,076","1,846",3.4
CN4610500000000,46,105,"Perkins County, SD",2014,"1,548","1,496",52,3.4
CN4610700000000,46,107,"Potter County, SD",2014,"1,198","1,158",40,3.3
CN4610900000000,46,109,"Roberts County, SD",2014,"4,849","4,615",234,4.8
CN4611100000000,46,111,"Sanborn County, SD",2014,"1,241","1,210",31,2.5
CN4611500000000,46,115,"Spink County, SD",2014,"3,384","3,264",120,3.5
CN4611700000000,46,117,"Stanley County, SD",2014,"1,855","1,807",48,2.6
CN4611900000000,46,119,"Sully County, SD",2014,883,858,25,2.8
CN4612100000000,46,121,"Todd County, SD",2014,"3,104","2,834",270,8.7
CN4612300000000,46,123,"Tripp County, SD",2014,"3,122","3,022",100,3.2
CN4612500000000,46,125,"Turner County, SD",2014,"4,660","4,524",136,2.9
CN4612700000000,46,127,"Union County, SD",2014,"7,998","7,701",297,3.7
CN4612900000000,46,129,"Walworth County, SD",2014,"2,360","2,233",127,5.4
CN4613500000000,46,135,"Yankton County, SD",2014,"11,352","11,009",343,3.0
CN4613700000000,46,137,"Ziebach County, SD",2014,"1,002",943,59,5.9
CN4700100000000,47,1,"Anderson County, TN",2014,"32,942","30,699","2,243",6.8
CN4700300000000,47,3,"Bedford County, TN",2014,"19,400","17,946","1,454",7.5
CN4700500000000,47,5,"Benton County, TN",2014,"6,693","6,106",587,8.8
CN4700700000000,47,7,"Bledsoe County, TN",2014,"4,270","3,886",384,9.0
CN4700900000000,47,9,"Blount County, TN",2014,"58,620","55,103","3,517",6.0
CN4701100000000,47,11,"Bradley County, TN",2014,"48,981","46,011","2,970",6.1
CN4701300000000,47,13,"Campbell County, TN",2014,"14,677","13,305","1,372",9.3
CN4701500000000,47,15,"Cannon County, TN",2014,"5,767","5,401",366,6.3
CN4701700000000,47,17,"Carroll County, TN",2014,"12,454","11,202","1,252",10.1
CN4701900000000,47,19,"Carter County, TN",2014,"23,726","21,901","1,825",7.7
CN4702100000000,47,21,"Cheatham County, TN",2014,"19,735","18,650","1,085",5.5
CN4702300000000,47,23,"Chester County, TN",2014,"8,113","7,562",551,6.8
CN4702500000000,47,25,"Claiborne County, TN",2014,"12,627","11,535","1,092",8.6
CN4702700000000,47,27,"Clay County, TN",2014,"2,985","2,713",272,9.1
CN4702900000000,47,29,"Cocke County, TN",2014,"14,475","13,167","1,308",9.0
CN4703100000000,47,31,"Coffee County, TN",2014,"24,345","22,791","1,554",6.4
CN4703300000000,47,33,"Crockett County, TN",2014,"6,854","6,331",523,7.6
CN4703500000000,47,35,"Cumberland County, TN",2014,"22,993","21,165","1,828",8.0
CN4703700000000,47,37,"Davidson County, TN",2014,"354,746","336,922","17,824",5.0
CN4703900000000,47,39,"Decatur County, TN",2014,"4,775","4,320",455,9.5
CN4704100000000,47,41,"DeKalb County, TN",2014,"7,421","6,814",607,8.2
CN4704300000000,47,43,"Dickson County, TN",2014,"23,478","22,006","1,472",6.3
CN4704500000000,47,45,"Dyer County, TN",2014,"16,523","15,162","1,361",8.2
CN4704700000000,47,47,"Fayette County, TN",2014,"17,746","16,466","1,280",7.2
CN4704900000000,47,49,"Fentress County, TN",2014,"7,010","6,415",595,8.5
CN4705100000000,47,51,"Franklin County, TN",2014,"19,560","18,361","1,199",6.1
CN4705300000000,47,53,"Gibson County, TN",2014,"21,134","19,248","1,886",8.9
CN4705500000000,47,55,"Giles County, TN",2014,"14,170","13,304",866,6.1
CN4705700000000,47,57,"Grainger County, TN",2014,"9,179","8,428",751,8.2
CN4705900000000,47,59,"Greene County, TN",2014,"30,045","27,619","2,426",8.1
CN4706100000000,47,61,"Grundy County, TN",2014,"5,079","4,603",476,9.4
CN4706300000000,47,63,"Hamblen County, TN",2014,"26,232","24,295","1,937",7.4
CN4706500000000,47,65,"Hamilton County, TN",2014,"164,006","153,840","10,166",6.2
CN4706700000000,47,67,"Hancock County, TN",2014,"2,060","1,858",202,9.8
CN4706900000000,47,69,"Hardeman County, TN",2014,"9,535","8,649",886,9.3
CN4707100000000,47,71,"Hardin County, TN",2014,"10,425","9,489",936,9.0
CN4707300000000,47,73,"Hawkins County, TN",2014,"23,764","22,022","1,742",7.3
CN4707500000000,47,75,"Haywood County, TN",2014,"7,726","6,966",760,9.8
CN4707700000000,47,77,"Henderson County, TN",2014,"12,158","11,108","1,050",8.6
CN4707900000000,47,79,"Henry County, TN",2014,"13,862","12,746","1,116",8.1
CN4708100000000,47,81,"Hickman County, TN",2014,"10,284","9,607",677,6.6
CN4708300000000,47,83,"Houston County, TN",2014,"3,283","2,959",324,9.9
CN4708500000000,47,85,"Humphreys County, TN",2014,"8,349","7,697",652,7.8
CN4708700000000,47,87,"Jackson County, TN",2014,"4,452","4,061",391,8.8
CN4708900000000,47,89,"Jefferson County, TN",2014,"22,944","21,243","1,701",7.4
CN4709100000000,47,91,"Johnson County, TN",2014,"7,107","6,619",488,6.9
CN4709300000000,47,93,"Knox County, TN",2014,"224,838","212,595","12,243",5.4
CN4709500000000,47,95,"Lake County, TN",2014,"2,093","1,900",193,9.2
CN4709700000000,47,97,"Lauderdale County, TN",2014,"9,782","8,823",959,9.8
CN4709900000000,47,99,"Lawrence County, TN",2014,"17,565","16,136","1,429",8.1
CN4710100000000,47,101,"Lewis County, TN",2014,"4,835","4,401",434,9.0
CN4710300000000,47,103,"Lincoln County, TN",2014,"15,274","14,456",818,5.4
CN4710500000000,47,105,"Loudon County, TN",2014,"21,702","20,253","1,449",6.7
CN4710700000000,47,107,"McMinn County, TN",2014,"22,291","20,612","1,679",7.5
CN4710900000000,47,109,"McNairy County, TN",2014,"8,909","7,964",945,10.6
CN4711100000000,47,111,"Macon County, TN",2014,"9,920","9,271",649,6.5
CN4711300000000,47,113,"Madison County, TN",2014,"46,304","43,164","3,140",6.8
CN4711500000000,47,115,"Marion County, TN",2014,"11,586","10,671",915,7.9
CN4711700000000,47,117,"Marshall County, TN",2014,"14,391","13,489",902,6.3
CN4711900000000,47,119,"Maury County, TN",2014,"40,944","38,510","2,434",5.9
CN4712100000000,47,121,"Meigs County, TN",2014,"4,852","4,430",422,8.7
CN4712300000000,47,123,"Monroe County, TN",2014,"18,951","17,508","1,443",7.6
CN4712500000000,47,125,"Montgomery County, TN",2014,"76,880","71,762","5,118",6.7
CN4712700000000,47,127,"Moore County, TN",2014,"3,275","3,108",167,5.1
CN4712900000000,47,129,"Morgan County, TN",2014,"7,752","7,069",683,8.8
CN4713100000000,47,131,"Obion County, TN",2014,"12,775","11,554","1,221",9.6
CN4713300000000,47,133,"Overton County, TN",2014,"9,083","8,366",717,7.9
CN4713500000000,47,135,"Perry County, TN",2014,"3,033","2,788",245,8.1
CN4713700000000,47,137,"Pickett County, TN",2014,"2,270","2,068",202,8.9
CN4713900000000,47,139,"Polk County, TN",2014,"7,365","6,784",581,7.9
CN4714100000000,47,141,"Putnam County, TN",2014,"31,916","29,720","2,196",6.9
CN4714300000000,47,143,"Rhea County, TN",2014,"13,215","12,102","1,113",8.4
CN4714500000000,47,145,"Roane County, TN",2014,"22,469","20,751","1,718",7.6
CN4714700000000,47,147,"Robertson County, TN",2014,"33,348","31,453","1,895",5.7
CN4714900000000,47,149,"Rutherford County, TN",2014,"149,027","141,220","7,807",5.2
CN4715100000000,47,151,"Scott County, TN",2014,"8,217","7,258",959,11.7
